Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1972,1972,,89.69,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1973,1973,,88.16,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1974,1974,,86.15,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1975,1975,,85.38,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1976,1976,,87.08,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1977,1977,,89.47,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1978,1978,,91.79,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1979,1979,,95.2,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1980,1980,,96.84,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1981,1981,,95.8,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1982,1982,,97.36,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1983,1983,,98.78,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1984,1984,,99.17,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1985,1985,,99.58,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1986,1986,,98.78,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1987,1987,,99.15,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1988,1988,,97.58,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1989,1989,,96.21,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1990,1990,,101.17,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1991,1991,,100.81,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1992,1992,,99.14,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1993,1993,,96.91,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1994,1994,,97.1,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1995,1995,,102.42,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1996,1996,,105.3,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1997,1997,,106.92,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1998,1998,,107.65,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1999,1999,,108.22,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2000,2000,,111.98,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2001,2001,,102.57,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2002,2002,,102.8,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2003,2003,,102.86,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2004,2004,,97.59,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2005,2005,,100.19,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2006,2006,,99.97,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2007,2007,,96.59,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2008,2008,,102.67,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2009,2009,,96.07,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2010,2010,,95.52,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2011,2011,,95.33,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2012,2012,,96.41,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2013,2013,,94.59,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2014,2014,,100.47,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2015,2015,,101.52,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2016,2016,,98.01,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2017,2017,,103.53,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1961,1961,,658.15,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1962,1962,,625.86,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1963,1963,,663.51,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1964,1964,,655.29,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1965,1965,,607.91,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1966,1966,,501.33,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1967,1967,,479.74,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1968,1968,,436.51,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1969,1969,,447.5,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1970,1970,,459.94,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1971,1971,,405.39,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1972,1972,,388.03,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1973,1973,,381.83,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1974,1974,,383.12,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1975,1975,,365.64,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1976,1976,,357.49,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1977,1977,,362.98,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1978,1978,,358.93,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1979,1979,,366.54,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1980,1980,,380.32,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1981,1981,,392.21,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1982,1982,,398.31,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1983,1983,,403.45,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1984,1984,,404.42,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1985,1985,,410.84,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1986,1986,,409.88,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1987,1987,,403.45,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1988,1988,,398.95,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1989,1989,,400.56,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1990,1990,,413.09,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1991,1991,,419.51,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1992,1992,,434.29,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1993,1993,,439.11,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1994,1994,,439.43,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1995,1995,,440.07,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1996,1996,,539.97,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1997,1997,,523.59,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1998,1998,,452.92,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1999,1999,,367.48,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2000,2000,,362.34,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2001,2001,,361.05,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2002,2002,,345.63,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2003,2003,,349.81,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2004,2004,,351.41,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2005,2005,,328.93,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2006,2006,,170.28,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2007,2007,,167.62,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2008,2008,,155.86,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2009,2009,,72.57,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2010,2010,,80.1,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2011,2011,,76.22,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2012,2012,,89.76,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2013,2013,,88.3,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2014,2014,,91.43,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2015,2015,,106.64,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2016,2016,,101.93,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2017,2017,,93.78,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1961,1961,,121.43,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1962,1962,,119.11,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1963,1963,,116.29,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1964,1964,,114.99,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1965,1965,,121.6,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1966,1966,,129.95,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1967,1967,,126.19,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1968,1968,,114.24,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1969,1969,,123.42,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1970,1970,,122.86,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1971,1971,,111.75,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1972,1972,,112.64,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1973,1973,,113.64,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1974,1974,,117.93,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1975,1975,,118.73,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1976,1976,,124.66,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1977,1977,,128.05,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1978,1978,,141.38,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1979,1979,,148.21,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1980,1980,,152.55,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1981,1981,,155.92,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1982,1982,,149.01,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1983,1983,,149.79,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1984,1984,,150.44,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1985,1985,,153.48,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1986,1986,,154.36,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1987,1987,,154.56,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1988,1988,,155.92,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1989,1989,,156.22,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1990,1990,,166.56,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1991,1991,,173.04,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1992,1992,,198.12,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1993,1993,,197.72,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1994,1994,,200.83,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1995,1995,,196.84,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1996,1996,,201.33,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1997,1997,,190.44,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1998,1998,,217.6,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,1999,1999,,211.93,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2000,2000,,186.27,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2001,2001,,197.87,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2002,2002,,205.75,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2003,2003,,187.75,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2004,2004,,153.66,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2005,2005,,133.58,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2006,2006,,137.66,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2007,2007,,144.6,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2008,2008,,141.74,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2009,2009,,110.64,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2010,2010,,108.52,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2011,2011,,104.91,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2012,2012,,101.98,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2013,2013,,96.37,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2014,2014,,93.53,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2015,2015,,99.8,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2016,2016,,106.67,E,Estimated value
QI,Production Indices,380,Italy,432,Gross Production Index Number (2014-2016 = 100),2291,Raw milk of sheep,2017,2017,,103.03,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1992,1992,,151.28,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1993,1993,,118.42,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1994,1994,,102.43,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1995,1995,,96.72,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1996,1996,,94.33,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1997,1997,,101.01,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1998,1998,,97.15,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,1999,1999,,81.66,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2000,2000,,84.33,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2001,2001,,86.68,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2002,2002,,83.15,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2003,2003,,80.25,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2004,2004,,80.33,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2005,2005,,82.67,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2006,2006,,83.22,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2007,2007,,85.9,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2008,2008,,85.26,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2009,2009,,84.85,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2010,2010,,85.14,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2011,2011,,86.25,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2012,2012,,89.21,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2013,2013,,93.45,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2014,2014,,99.28,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2015,2015,,99.94,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2016,2016,,100.78,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2211,Raw milk of cattle,2017,2017,,102.26,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1992,1992,,76.24,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1993,1993,,39.94,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1994,1994,,54.46,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1995,1995,,137.96,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1996,1996,,76.24,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1997,1997,,65.35,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1998,1998,,76.24,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,1999,1999,,63.61,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2000,2000,,72,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2001,2001,,72.25,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2002,2002,,79.51,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2003,2003,,92.51,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2004,2004,,85.94,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2005,2005,,127.69,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2006,2006,,106.7,E,Estimated value
QI,Production Indices,428,Latvia,432,Gross Production Index Number (2014-2016 = 100),2292,Raw milk of goats,2007,2007,,119.45,E,Estimated value
