Area,Item,Year,Value
Albania,Raw milk of buffalo,1961,3701.63
Albania,Raw milk of buffalo,1962,3405.5
Albania,Raw milk of buffalo,1963,3035.34
Albania,Raw milk of buffalo,1964,2887.27
Albania,Raw milk of buffalo,1965,2591.14
Albania,Raw milk of buffalo,1966,3627.6
Albania,Raw milk of buffalo,1967,3627.6
Albania,Raw milk of buffalo,1968,3368.48
Albania,Raw milk of buffalo,1969,2665.17
Albania,Raw milk of buffalo,1970,1702.75
Albania,Raw milk of buffalo,1971,1443.64
Albania,Raw milk of buffalo,1972,962.42
Albania,Raw milk of buffalo,1973,962.42
Albania,Raw milk of buffalo,1974,962.42
Albania,Raw milk of buffalo,1975,962.42
Albania,Raw milk of buffalo,1976,962.42
Albania,Raw milk of buffalo,1977,962.42
Albania,Raw milk of buffalo,1978,1036.46
Albania,Raw milk of buffalo,1979,955.02
Albania,Raw milk of buffalo,1980,962.42
Albania,Raw milk of buffalo,1981,962.42
Albania,Raw milk of buffalo,1982,962.42
Albania,Raw milk of buffalo,1983,962.42
Albania,Raw milk of buffalo,1984,962.42
Albania,Raw milk of buffalo,1985,962.42
Albania,Raw milk of buffalo,1986,962.42
Albania,Raw milk of buffalo,1987,962.42
Albania,Raw milk of buffalo,1988,962.42
Albania,Raw milk of buffalo,1989,925.41
Albania,Raw milk of buffalo,1990,888.39
Albania,Raw milk of buffalo,1991,814.36
Albania,Raw milk of buffalo,1992,740.33
Albania,Raw milk of buffalo,1993,629.28
Albania,Raw milk of buffalo,1994,88.84
Albania,Raw milk of buffalo,1995,100.43
Albania,Raw milk of buffalo,1996,51.82
Albania,Raw milk of buffalo,1997,51.82
Albania,Raw milk of buffalo,1998,51.82
Albania,Raw milk of buffalo,1999,51.82
Albania,Raw milk of buffalo,2000,51.82
Albania,Raw milk of buffalo,2001,51.82
Albania,Raw milk of buffalo,2002,51.82
Albania,Raw milk of buffalo,2003,51.82
Albania,Raw milk of buffalo,2004,51.82
Albania,Raw milk of buffalo,2005,51.82
Albania,Raw milk of buffalo,2006,66.63
Albania,Raw milk of buffalo,2007,66.63
Albania,Raw milk of buffalo,2008,59.23
Albania,Raw milk of buffalo,2009,59.23
Albania,Raw milk of buffalo,2010,100.32
Albania,Raw milk of buffalo,2011,100.36
Albania,Raw milk of buffalo,2012,100.41
Albania,Raw milk of buffalo,2013,100.46
Albania,Raw milk of buffalo,2014,100.51
Albania,Raw milk of buffalo,2015,99.3
Albania,Raw milk of buffalo,2016,100.19
Albania,Raw milk of buffalo,2017,98.61
Albania,Raw milk of buffalo,2018,99.37
Albania,Raw milk of buffalo,2019,99.39
Albania,Raw milk of buffalo,2020,94.05
Albania,Raw milk of buffalo,2021,94.1
Albania,Raw milk of cattle,1961,7.85
Albania,Raw milk of cattle,1962,8.06
Albania,Raw milk of cattle,1963,8.52
Albania,Raw milk of cattle,1964,9.03
Albania,Raw milk of cattle,1965,9.66
Albania,Raw milk of cattle,1966,10.23
Albania,Raw milk of cattle,1967,11.56
Albania,Raw milk of cattle,1968,12.0
Albania,Raw milk of cattle,1969,13.06
Albania,Raw milk of cattle,1970,14.72
Albania,Raw milk of cattle,1971,17.4
Albania,Raw milk of cattle,1972,18.55
Albania,Raw milk of cattle,1973,21.22
Albania,Raw milk of cattle,1974,21.06
Albania,Raw milk of cattle,1975,21.56
Albania,Raw milk of cattle,1976,22.3
Albania,Raw milk of cattle,1977,24.87
Albania,Raw milk of cattle,1978,27.08
Albania,Raw milk of cattle,1979,28.48
Albania,Raw milk of cattle,1980,29.42
Albania,Raw milk of cattle,1981,31.14
Albania,Raw milk of cattle,1982,31.49
Albania,Raw milk of cattle,1983,32.55
Albania,Raw milk of cattle,1984,32.49
Albania,Raw milk of cattle,1985,29.39
Albania,Raw milk of cattle,1986,30.59
Albania,Raw milk of cattle,1987,33.2
Albania,Raw milk of cattle,1988,35.3
Albania,Raw milk of cattle,1989,36.51
Albania,Raw milk of cattle,1990,42.22
Albania,Raw milk of cattle,1991,42.41
Albania,Raw milk of cattle,1992,48.77
Albania,Raw milk of cattle,1993,53.83
Albania,Raw milk of cattle,1994,64.93
Albania,Raw milk of cattle,1995,79.35
Albania,Raw milk of cattle,1996,89.72
Albania,Raw milk of cattle,1997,70.93
Albania,Raw milk of cattle,1998,72.4
Albania,Raw milk of cattle,1999,76.32
Albania,Raw milk of cattle,2000,80.94
Albania,Raw milk of cattle,2001,84.25
Albania,Raw milk of cattle,2002,88.06
Albania,Raw milk of cattle,2003,90.67
Albania,Raw milk of cattle,2004,91.97
Albania,Raw milk of cattle,2005,93.27
Albania,Raw milk of cattle,2006,95.88
Albania,Raw milk of cattle,2007,87.05
Albania,Raw milk of cattle,2008,89.76
Albania,Raw milk of cattle,2009,91.07
Albania,Raw milk of cattle,2010,96.07
Albania,Raw milk of cattle,2011,98.65
Albania,Raw milk of cattle,2012,98.86
Albania,Raw milk of cattle,2013,100.1
Albania,Raw milk of cattle,2014,99.69
Albania,Raw milk of cattle,2015,99.59
Albania,Raw milk of cattle,2016,100.72
Albania,Raw milk of cattle,2017,101.5
Albania,Raw milk of cattle,2018,100.57
Albania,Raw milk of cattle,2019,97.78
Albania,Raw milk of cattle,2020,92.7
Albania,Raw milk of cattle,2021,88.78
Albania,Raw milk of cattle,2022,85.22
Albania,Raw milk of goats,1961,53.96
Albania,Raw milk of goats,1962,55.03
Albania,Raw milk of goats,1963,54.67
Albania,Raw milk of goats,1964,55.27
Albania,Raw milk of goats,1965,56.35
Albania,Raw milk of goats,1966,57.66
Albania,Raw milk of goats,1967,53.72
Albania,Raw milk of goats,1968,50.62
Albania,Raw milk of goats,1969,46.56
Albania,Raw milk of goats,1970,41.78
Albania,Raw milk of goats,1971,39.16
Albania,Raw milk of goats,1972,33.66
Albania,Raw milk of goats,1973,31.99
Albania,Raw milk of goats,1974,33.43
Albania,Raw milk of goats,1975,33.43
Albania,Raw milk of goats,1976,33.07
Albania,Raw milk of goats,1977,32.95
Albania,Raw milk of goats,1978,32.83
Albania,Raw milk of goats,1979,33.07
Albania,Raw milk of goats,1980,41.78
Albania,Raw milk of goats,1981,42.38
Albania,Raw milk of goats,1982,42.74
Albania,Raw milk of goats,1983,42.98
Albania,Raw milk of goats,1984,44.17
Albania,Raw milk of goats,1985,52.53
Albania,Raw milk of goats,1986,52.53
Albania,Raw milk of goats,1987,53.72
Albania,Raw milk of goats,1988,59.69
Albania,Raw milk of goats,1989,64.46
Albania,Raw milk of goats,1990,62.79
Albania,Raw milk of goats,1991,67.81
Albania,Raw milk of goats,1992,84.04
Albania,Raw milk of goats,1993,89.17
Albania,Raw milk of goats,1994,98.48
Albania,Raw milk of goats,1995,114.0
Albania,Raw milk of goats,1996,94.86
Albania,Raw milk of goats,1997,88.46
Albania,Raw milk of goats,1998,80.54
Albania,Raw milk of goats,1999,87.14
Albania,Raw milk of goats,2000,84.76
Albania,Raw milk of goats,2001,85.95
Albania,Raw milk of goats,2002,75.21
Albania,Raw milk of goats,2003,96.69
Albania,Raw milk of goats,2004,85.95
Albania,Raw milk of goats,2005,84.76
Albania,Raw milk of goats,2006,84.76
Albania,Raw milk of goats,2007,87.14
Albania,Raw milk of goats,2008,81.18
Albania,Raw milk of goats,2009,74.01
Albania,Raw milk of goats,2010,77.46
Albania,Raw milk of goats,2011,82.38
Albania,Raw milk of goats,2012,83.29
Albania,Raw milk of goats,2013,95.91
Albania,Raw milk of goats,2014,97.14
Albania,Raw milk of goats,2015,98.37
Albania,Raw milk of goats,2016,104.5
Albania,Raw milk of goats,2017,106.78
Albania,Raw milk of goats,2018,105.79
Albania,Raw milk of goats,2019,103.24
Albania,Raw milk of goats,2020,98.6
Albania,Raw milk of goats,2021,98.58
Albania,Raw milk of goats,2022,93.68
Albania,Raw milk of sheep,1961,50.78
Albania,Raw milk of sheep,1962,51.56
Albania,Raw milk of sheep,1963,52.01
Albania,Raw milk of sheep,1964,52.78
Albania,Raw milk of sheep,1965,51.45
Albania,Raw milk of sheep,1966,50.12
Albania,Raw milk of sheep,1967,48.01
Albania,Raw milk of sheep,1968,45.56
Albania,Raw milk of sheep,1969,44.67
Albania,Raw milk of sheep,1970,44.45
Albania,Raw milk of sheep,1971,44.78
Albania,Raw milk of sheep,1972,37.78
Albania,Raw milk of sheep,1973,39.84
Albania,Raw milk of sheep,1974,44.0
Albania,Raw milk of sheep,1975,44.0
Albania,Raw milk of sheep,1976,44.0
Albania,Raw milk of sheep,1977,44.0
Albania,Raw milk of sheep,1978,46.67
Albania,Raw milk of sheep,1979,47.78
Albania,Raw milk of sheep,1980,43.45
Albania,Raw milk of sheep,1981,46.67
Albania,Raw milk of sheep,1982,46.67
Albania,Raw milk of sheep,1983,45.56
Albania,Raw milk of sheep,1984,45.78
Albania,Raw milk of sheep,1985,42.23
Albania,Raw milk of sheep,1986,36.67
Albania,Raw milk of sheep,1987,38.89
Albania,Raw milk of sheep,1988,44.45
Albania,Raw milk of sheep,1989,46.67
Albania,Raw milk of sheep,1990,48.67
Albania,Raw milk of sheep,1991,52.89
Albania,Raw milk of sheep,1992,61.45
Albania,Raw milk of sheep,1993,65.79
Albania,Raw milk of sheep,1994,81.45
Albania,Raw milk of sheep,1995,90.68
Albania,Raw milk of sheep,1996,77.35
Albania,Raw milk of sheep,1997,75.92
Albania,Raw milk of sheep,1998,79.45
Albania,Raw milk of sheep,1999,81.12
Albania,Raw milk of sheep,2000,77.79
Albania,Raw milk of sheep,2001,80.01
Albania,Raw milk of sheep,2002,76.68
Albania,Raw milk of sheep,2003,82.23
Albania,Raw milk of sheep,2004,83.34
Albania,Raw milk of sheep,2005,83.34
Albania,Raw milk of sheep,2006,83.34
Albania,Raw milk of sheep,2007,83.34
Albania,Raw milk of sheep,2008,85.57
Albania,Raw milk of sheep,2009,83.34
Albania,Raw milk of sheep,2010,88.13
Albania,Raw milk of sheep,2011,90.42
Albania,Raw milk of sheep,2012,92.71
Albania,Raw milk of sheep,2013,96.14
Albania,Raw milk of sheep,2014,101.87
Albania,Raw milk of sheep,2015,99.7
Albania,Raw milk of sheep,2016,98.43
Albania,Raw milk of sheep,2017,99.49
Albania,Raw milk of sheep,2018,97.04
Albania,Raw milk of sheep,2019,93.48
Albania,Raw milk of sheep,2020,89.11
Albania,Raw milk of sheep,2021,84.09
Albania,Raw milk of sheep,2022,79.01
Austria,Raw milk of cattle,1961,81.66
Austria,Raw milk of cattle,1962,84.57
Austria,Raw milk of cattle,1963,85.82
Austria,Raw milk of cattle,1964,88.03
Austria,Raw milk of cattle,1965,90.32
Austria,Raw milk of cattle,1966,90.51
Austria,Raw milk of cattle,1967,94.58
Austria,Raw milk of cattle,1968,94.48
Austria,Raw milk of cattle,1969,94.03
Austria,Raw milk of cattle,1970,93.68
Austria,Raw milk of cattle,1971,92.38
Austria,Raw milk of cattle,1972,92.48
Austria,Raw milk of cattle,1973,92.23
Austria,Raw milk of cattle,1974,92.38
Austria,Raw milk of cattle,1975,91.9
Austria,Raw milk of cattle,1976,92.6
Austria,Raw milk of cattle,1977,94.21
Austria,Raw milk of cattle,1978,95.0
Austria,Raw milk of cattle,1979,94.08
Austria,Raw milk of cattle,1980,96.54
Austria,Raw milk of cattle,1981,99.36
Austria,Raw milk of cattle,1982,101.02
Austria,Raw milk of cattle,1983,103.32
Austria,Raw milk of cattle,1984,106.07
Austria,Raw milk of cattle,1985,106.87
Austria,Raw milk of cattle,1986,106.29
Austria,Raw milk of cattle,1987,104.83
Austria,Raw milk of cattle,1988,94.38
Austria,Raw milk of cattle,1989,94.32
Austria,Raw milk of cattle,1990,94.28
Austria,Raw milk of cattle,1991,93.71
Austria,Raw milk of cattle,1992,92.5
Austria,Raw milk of cattle,1993,92.02
Austria,Raw milk of cattle,1994,92.27
Austria,Raw milk of cattle,1995,82.98
Austria,Raw milk of cattle,1996,83.21
Austria,Raw milk of cattle,1997,84.86
Austria,Raw milk of cattle,1998,85.63
Austria,Raw milk of cattle,1999,88.15
Austria,Raw milk of cattle,2000,91.0
Austria,Raw milk of cattle,2001,92.87
Austria,Raw milk of cattle,2002,92.66
Austria,Raw milk of cattle,2003,90.9
Austria,Raw milk of cattle,2004,88.3
Austria,Raw milk of cattle,2005,87.63
Austria,Raw milk of cattle,2006,88.56
Austria,Raw milk of cattle,2007,88.8
Austria,Raw milk of cattle,2008,89.95
Austria,Raw milk of cattle,2009,90.9
Austria,Raw milk of cattle,2010,91.69
Austria,Raw milk of cattle,2011,93.08
Austria,Raw milk of cattle,2012,95.19
Austria,Raw milk of cattle,2013,95.5
Austria,Raw milk of cattle,2014,98.33
Austria,Raw milk of cattle,2015,99.57
Austria,Raw milk of cattle,2016,102.1
Austria,Raw milk of cattle,2017,104.49
Austria,Raw milk of goats,1961,329.93
Austria,Raw milk of goats,1962,276.04
Austria,Raw milk of goats,1963,265.9
Austria,Raw milk of goats,1964,237.35
Austria,Raw milk of goats,1965,213.13
Austria,Raw milk of goats,1966,208.29
Austria,Raw milk of goats,1967,188.91
Austria,Raw milk of goats,1968,169.54
Austria,Raw milk of goats,1969,150.16
Austria,Raw milk of goats,1970,145.32
Austria,Raw milk of goats,1971,135.63
Austria,Raw milk of goats,1972,121.1
Austria,Raw milk of goats,1973,106.57
Austria,Raw milk of goats,1974,116.25
Austria,Raw milk of goats,1975,104.01
Austria,Raw milk of goats,1976,99.02
Austria,Raw milk of goats,1977,92.01
Austria,Raw milk of goats,1978,78.65
Austria,Raw milk of goats,1979,73.42
Austria,Raw milk of goats,1980,83.19
Austria,Raw milk of goats,1981,53.28
Austria,Raw milk of goats,1982,46.02
Austria,Raw milk of goats,1983,46.02
Austria,Raw milk of goats,1984,43.6
Austria,Raw milk of goats,1985,43.6
Austria,Raw milk of goats,1986,46.02
Austria,Raw milk of goats,1987,43.6
Austria,Raw milk of goats,1988,48.44
Austria,Raw milk of goats,1989,46.02
Austria,Raw milk of goats,1990,52.31
Austria,Raw milk of goats,1991,86.04
Austria,Raw milk of goats,1992,86.53
Austria,Raw milk of goats,1993,94.81
Austria,Raw milk of goats,1994,87.83
Austria,Raw milk of goats,1995,66.56
Austria,Raw milk of goats,1996,71.03
Austria,Raw milk of goats,1997,75.89
Austria,Raw milk of goats,1998,76.8
Austria,Raw milk of goats,1999,77.92
Austria,Raw milk of goats,2000,81.29
Austria,Raw milk of goats,2001,79.75
Austria,Raw milk of goats,2002,83.23
Austria,Raw milk of goats,2003,79.6
Austria,Raw milk of goats,2004,59.56
Austria,Raw milk of goats,2005,64.93
Austria,Raw milk of goats,2006,66.58
Austria,Raw milk of goats,2007,80.59
Austria,Raw milk of goats,2008,83.25
Austria,Raw milk of goats,2009,86.74
Austria,Raw milk of goats,2010,90.65
Austria,Raw milk of goats,2011,93.57
Austria,Raw milk of goats,2012,98.38
Austria,Raw milk of goats,2013,99.59
Austria,Raw milk of goats,2014,95.93
Austria,Raw milk of goats,2015,99.64
Austria,Raw milk of goats,2016,104.43
Austria,Raw milk of goats,2017,111.77
Austria,Raw milk of sheep,1961,27.61
Austria,Raw milk of sheep,1962,26.69
Austria,Raw milk of sheep,1963,23.93
Austria,Raw milk of sheep,1964,23.01
Austria,Raw milk of sheep,1965,23.01
Austria,Raw milk of sheep,1966,22.09
Austria,Raw milk of sheep,1967,22.09
Austria,Raw milk of sheep,1968,20.25
Austria,Raw milk of sheep,1969,20.25
Austria,Raw milk of sheep,1970,19.33
Austria,Raw milk of sheep,1971,17.49
Austria,Raw milk of sheep,1972,17.49
Austria,Raw milk of sheep,1973,18.41
Austria,Raw milk of sheep,1974,21.17
Austria,Raw milk of sheep,1975,23.93
Austria,Raw milk of sheep,1976,26.69
Austria,Raw milk of sheep,1977,27.61
Austria,Raw milk of sheep,1978,28.54
Austria,Raw milk of sheep,1979,30.38
Austria,Raw milk of sheep,1980,30.38
Austria,Raw milk of sheep,1981,29.46
Austria,Raw milk of sheep,1982,30.38
Austria,Raw milk of sheep,1983,31.3
Austria,Raw milk of sheep,1984,34.06
Austria,Raw milk of sheep,1985,34.06
Austria,Raw milk of sheep,1986,37.74
Austria,Raw milk of sheep,1987,39.58
Austria,Raw milk of sheep,1988,40.5
Austria,Raw milk of sheep,1989,39.58
Austria,Raw milk of sheep,1990,45.1
Austria,Raw milk of sheep,1991,48.79
Austria,Raw milk of sheep,1992,46.02
Austria,Raw milk of sheep,1993,50.63
Austria,Raw milk of sheep,1994,52.47
Austria,Raw milk of sheep,1995,53.67
Austria,Raw milk of sheep,1996,61.26
Austria,Raw milk of sheep,1997,61.17
Austria,Raw milk of sheep,1998,72.29
Austria,Raw milk of sheep,1999,67.11
Austria,Raw milk of sheep,2000,67.95
Austria,Raw milk of sheep,2001,70.2
Austria,Raw milk of sheep,2002,64.25
Austria,Raw milk of sheep,2003,60.1
Austria,Raw milk of sheep,2004,79.36
Austria,Raw milk of sheep,2005,80.9
Austria,Raw milk of sheep,2006,75.05
Austria,Raw milk of sheep,2007,76.3
Austria,Raw milk of sheep,2008,73.27
Austria,Raw milk of sheep,2009,84.78
Austria,Raw milk of sheep,2010,87.09
Austria,Raw milk of sheep,2011,97.32
Austria,Raw milk of sheep,2012,97.9
Austria,Raw milk of sheep,2013,101.09
Austria,Raw milk of sheep,2014,103.31
Austria,Raw milk of sheep,2015,97.33
Austria,Raw milk of sheep,2016,99.36
Austria,Raw milk of sheep,2017,110.29
Belarus,Raw milk of cattle,1992,84.72
Belarus,Raw milk of cattle,1993,80.39
Belarus,Raw milk of cattle,1994,79.32
Belarus,Raw milk of cattle,1995,72.99
Belarus,Raw milk of cattle,1996,70.66
Belarus,Raw milk of cattle,1997,73.89
Belarus,Raw milk of cattle,1998,75.33
Belarus,Raw milk of cattle,1999,68.25
Belarus,Raw milk of cattle,2000,64.46
Belarus,Raw milk of cattle,2001,69.24
Belarus,Raw milk of cattle,2002,68.34
Belarus,Raw milk of cattle,2003,67.05
Belarus,Raw milk of cattle,2004,73.77
Belarus,Raw milk of cattle,2005,81.34
Belarus,Raw milk of cattle,2006,84.49
Belarus,Raw milk of cattle,2007,84.57
Belarus,Raw milk of cattle,2008,89.19
Belarus,Raw milk of cattle,2009,94.25
Belarus,Raw milk of cattle,2010,94.93
Belarus,Raw milk of cattle,2011,93.36
Belarus,Raw milk of cattle,2012,97.22
Belarus,Raw milk of cattle,2013,95.28
Belarus,Raw milk of cattle,2014,96.26
Belarus,Raw milk of cattle,2015,101.21
Belarus,Raw milk of cattle,2016,102.53
Belarus,Raw milk of cattle,2017,105.15
Belarus,Raw milk of cattle,2018,105.5
Belarus,Raw milk of cattle,2019,106.22
Belarus,Raw milk of cattle,2020,111.6
Belarus,Raw milk of cattle,2021,112.45
Belarus,Raw milk of cattle,2022,113.31
Belarus,Raw milk of goats,2000,71.6
Belarus,Raw milk of goats,2001,146.75
Belarus,Raw milk of goats,2002,149.11
Belarus,Raw milk of goats,2003,149.7
Belarus,Raw milk of goats,2004,149.11
Belarus,Raw milk of goats,2005,150.89
Belarus,Raw milk of goats,2006,157.99
Belarus,Raw milk of goats,2007,170.41
Belarus,Raw milk of goats,2008,173.37
Belarus,Raw milk of goats,2009,176.92
Belarus,Raw milk of goats,2010,178.11
Belarus,Raw milk of goats,2011,89.94
Belarus,Raw milk of goats,2012,76.92
Belarus,Raw milk of goats,2013,85.21
Belarus,Raw milk of goats,2014,95.27
Belarus,Raw milk of goats,2015,98.22
Belarus,Raw milk of goats,2016,106.51
Belarus,Raw milk of goats,2017,99.41
Belarus,Raw milk of goats,2018,94.08
Belarus,Raw milk of goats,2019,89.35
Belarus,Raw milk of goats,2020,79.88
Belarus,Raw milk of goats,2021,87.77
Belarus,Raw milk of goats,2022,97.7
Belgium,Raw milk of cattle,2000,95.74
Belgium,Raw milk of cattle,2001,95.87
Belgium,Raw milk of cattle,2002,90.03
Belgium,Raw milk of cattle,2003,88.24
Belgium,Raw milk of cattle,2004,79.42
Belgium,Raw milk of cattle,2005,78.51
Belgium,Raw milk of cattle,2006,73.63
Belgium,Raw milk of cattle,2007,74.71
Belgium,Raw milk of cattle,2008,73.95
Belgium,Raw milk of cattle,2009,76.68
Belgium,Raw milk of cattle,2010,79.59
Belgium,Raw milk of cattle,2011,80.48
Belgium,Raw milk of cattle,2012,79.72
Belgium,Raw milk of cattle,2013,90.16
Belgium,Raw milk of cattle,2014,95.75
Belgium,Raw milk of cattle,2015,103.51
Belgium,Raw milk of cattle,2016,100.74
Belgium,Raw milk of cattle,2017,104.47
Belgium,Raw milk of goats,2000,12.93
Belgium,Raw milk of goats,2001,17.7
Belgium,Raw milk of goats,2002,20.54
Belgium,Raw milk of goats,2003,31.59
Belgium,Raw milk of goats,2004,27.89
Belgium,Raw milk of goats,2005,28.16
Belgium,Raw milk of goats,2006,37.01
Belgium,Raw milk of goats,2007,34.33
Belgium,Raw milk of goats,2008,35.99
Belgium,Raw milk of goats,2009,43.66
Belgium,Raw milk of goats,2010,45.54
Belgium,Raw milk of goats,2011,48.49
Belgium,Raw milk of goats,2012,50.94
Belgium,Raw milk of goats,2013,49.51
Belgium,Raw milk of goats,2014,64.88
Belgium,Raw milk of goats,2015,100.65
Belgium,Raw milk of goats,2016,134.47
Belgium,Raw milk of goats,2017,176.29
Bosnia and Herzegovina,Raw milk of cattle,1992,64.89
Bosnia and Herzegovina,Raw milk of cattle,1993,62.01
Bosnia and Herzegovina,Raw milk of cattle,1994,54.8
Bosnia and Herzegovina,Raw milk of cattle,1995,51.91
Bosnia and Herzegovina,Raw milk of cattle,1996,43.84
Bosnia and Herzegovina,Raw milk of cattle,1997,59.89
Bosnia and Herzegovina,Raw milk of cattle,1998,76.47
Bosnia and Herzegovina,Raw milk of cattle,1999,76.71
Bosnia and Herzegovina,Raw milk of cattle,2000,78.37
Bosnia and Herzegovina,Raw milk of cattle,2001,75.73
Bosnia and Herzegovina,Raw milk of cattle,2002,74.64
Bosnia and Herzegovina,Raw milk of cattle,2003,77.48
Bosnia and Herzegovina,Raw milk of cattle,2004,86.62
Bosnia and Herzegovina,Raw milk of cattle,2005,93.57
Bosnia and Herzegovina,Raw milk of cattle,2006,98.47
Bosnia and Herzegovina,Raw milk of cattle,2007,107.67
Bosnia and Herzegovina,Raw milk of cattle,2008,109.61
Bosnia and Herzegovina,Raw milk of cattle,2009,115.04
Bosnia and Herzegovina,Raw milk of cattle,2010,103.19
Bosnia and Herzegovina,Raw milk of cattle,2011,99.35
Bosnia and Herzegovina,Raw milk of cattle,2012,97.19
Bosnia and Herzegovina,Raw milk of cattle,2013,99.21
Bosnia and Herzegovina,Raw milk of cattle,2014,98.9
Bosnia and Herzegovina,Raw milk of cattle,2015,100.31
Bosnia and Herzegovina,Raw milk of cattle,2016,100.8
Bosnia and Herzegovina,Raw milk of cattle,2017,98.01
Bosnia and Herzegovina,Raw milk of cattle,2018,97.58
Bosnia and Herzegovina,Raw milk of cattle,2019,92.39
Bosnia and Herzegovina,Raw milk of cattle,2020,90.72
Bosnia and Herzegovina,Raw milk of cattle,2021,77.8
Bosnia and Herzegovina,Raw milk of cattle,2022,86.97
Bosnia and Herzegovina,Raw milk of sheep,1992,108.66
Bosnia and Herzegovina,Raw milk of sheep,1993,96.59
Bosnia and Herzegovina,Raw milk of sheep,1994,81.5
Bosnia and Herzegovina,Raw milk of sheep,1995,72.44
Bosnia and Herzegovina,Raw milk of sheep,1996,70.03
Bosnia and Herzegovina,Raw milk of sheep,1997,88.74
Bosnia and Herzegovina,Raw milk of sheep,1998,94.78
Bosnia and Herzegovina,Raw milk of sheep,1999,101.42
Bosnia and Herzegovina,Raw milk of sheep,2000,96.59
Bosnia and Herzegovina,Raw milk of sheep,2001,100.21
Bosnia and Herzegovina,Raw milk of sheep,2002,106.85
Bosnia and Herzegovina,Raw milk of sheep,2003,111.08
Bosnia and Herzegovina,Raw milk of sheep,2004,99.14
Bosnia and Herzegovina,Raw milk of sheep,2005,113.49
Bosnia and Herzegovina,Raw milk of sheep,2006,124.48
Bosnia and Herzegovina,Raw milk of sheep,2007,127.53
Bosnia and Herzegovina,Raw milk of sheep,2008,116.85
Bosnia and Herzegovina,Raw milk of sheep,2009,111.12
Bosnia and Herzegovina,Raw milk of sheep,2010,114.1
Bosnia and Herzegovina,Raw milk of sheep,2011,108.66
Bosnia and Herzegovina,Raw milk of sheep,2012,102.63
Bosnia and Herzegovina,Raw milk of sheep,2013,96.59
Bosnia and Herzegovina,Raw milk of sheep,2014,101.6
Bosnia and Herzegovina,Raw milk of sheep,2015,97.48
Bosnia and Herzegovina,Raw milk of sheep,2016,100.92
Bosnia and Herzegovina,Raw milk of sheep,2017,100.28
Bosnia and Herzegovina,Raw milk of sheep,2018,94.56
Bosnia and Herzegovina,Raw milk of sheep,2019,93.0
Bosnia and Herzegovina,Raw milk of sheep,2020,95.88
Bosnia and Herzegovina,Raw milk of sheep,2021,38.74
Bosnia and Herzegovina,Raw milk of sheep,2022,75.87
Bulgaria,Raw milk of buffalo,1961,649.94
Bulgaria,Raw milk of buffalo,1962,560.29
Bulgaria,Raw milk of buffalo,1963,477.24
Bulgaria,Raw milk of buffalo,1964,443.48
Bulgaria,Raw milk of buffalo,1965,417.97
Bulgaria,Raw milk of buffalo,1966,405.51
Bulgaria,Raw milk of buffalo,1967,355.46
Bulgaria,Raw milk of buffalo,1968,345.65
Bulgaria,Raw milk of buffalo,1969,311.57
Bulgaria,Raw milk of buffalo,1970,315.37
Bulgaria,Raw milk of buffalo,1971,307.54
Bulgaria,Raw milk of buffalo,1972,299.23
Bulgaria,Raw milk of buffalo,1973,298.43
Bulgaria,Raw milk of buffalo,1974,312.27
Bulgaria,Raw milk of buffalo,1975,335.04
Bulgaria,Raw milk of buffalo,1976,341.36
Bulgaria,Raw milk of buffalo,1977,336.58
Bulgaria,Raw milk of buffalo,1978,310.66
Bulgaria,Raw milk of buffalo,1979,348.65
Bulgaria,Raw milk of buffalo,1980,313.24
Bulgaria,Raw milk of buffalo,1981,291.79
Bulgaria,Raw milk of buffalo,1982,293.56
Bulgaria,Raw milk of buffalo,1983,277.69
Bulgaria,Raw milk of buffalo,1984,269.05
Bulgaria,Raw milk of buffalo,1985,244.86
Bulgaria,Raw milk of buffalo,1986,233.36
Bulgaria,Raw milk of buffalo,1987,210.16
Bulgaria,Raw milk of buffalo,1988,197.24
Bulgaria,Raw milk of buffalo,1989,188.08
Bulgaria,Raw milk of buffalo,1990,225.66
Bulgaria,Raw milk of buffalo,1991,215.1
Bulgaria,Raw milk of buffalo,1992,202.17
Bulgaria,Raw milk of buffalo,1993,173.01
Bulgaria,Raw milk of buffalo,1994,160.47
Bulgaria,Raw milk of buffalo,1995,132.22
Bulgaria,Raw milk of buffalo,1996,134.39
Bulgaria,Raw milk of buffalo,1997,122.8
Bulgaria,Raw milk of buffalo,1998,116.69
Bulgaria,Raw milk of buffalo,1999,116.15
Bulgaria,Raw milk of buffalo,2000,99.27
Bulgaria,Raw milk of buffalo,2001,57.67
Bulgaria,Raw milk of buffalo,2002,47.56
Bulgaria,Raw milk of buffalo,2003,56.9
Bulgaria,Raw milk of buffalo,2004,67.18
Bulgaria,Raw milk of buffalo,2005,75.37
Bulgaria,Raw milk of buffalo,2006,76.92
Bulgaria,Raw milk of buffalo,2007,76.05
Bulgaria,Raw milk of buffalo,2008,77.36
Bulgaria,Raw milk of buffalo,2009,75.73
Bulgaria,Raw milk of buffalo,2010,85.56
Bulgaria,Raw milk of buffalo,2011,95.64
Bulgaria,Raw milk of buffalo,2012,87.15
Bulgaria,Raw milk of buffalo,2013,94.13
Bulgaria,Raw milk of buffalo,2014,95.63
Bulgaria,Raw milk of buffalo,2015,102.15
Bulgaria,Raw milk of buffalo,2016,102.22
Bulgaria,Raw milk of buffalo,2017,111.89
Bulgaria,Raw milk of cattle,1961,77.45
